Description	Count	contig
tmRNAs	0	contig_434
VFDB_Virulence_Factors	0	contig_434
CARD_AMR_Genes	0	contig_434
CDS	61	contig_438
connector	1	contig_438
DNA, RNA and nucleotide metabolism	0	contig_438
head and packaging	3	contig_438
integration and excision	0	contig_438
lysis	0	contig_438
moron, auxiliary metabolic gene and host takeover	0	contig_438
other	0	contig_438
tail	2	contig_438
transcription regulation	0	contig_438
unknown function	55	contig_438
tRNAs	0	contig_438
CRISPRs	0	contig_438
tmRNAs	0	contig_438
VFDB_Virulence_Factors	0	contig_438
CARD_AMR_Genes	0	contig_438
CDS	61	contig_466
connector	0	contig_466
DNA, RNA and nucleotide metabolism	1	contig_466
head and packaging	2	contig_466
integration and excision	0	contig_466
lysis	1	contig_466
moron, auxiliary metabolic gene and host takeover	0	contig_466
other	0	contig_466
tail	0	contig_466
transcription regulation	0	contig_466
unknown function	57	contig_466
tRNAs	0	contig_466
CRISPRs	0	contig_466
tmRNAs	0	contig_466
VFDB_Virulence_Factors	0	contig_466
CARD_AMR_Genes	0	contig_466
CDS	145	contig_473
connector	0	contig_473
DNA, RNA and nucleotide metabolism	6	contig_473
head and packaging	16	contig_473
integration and excision	0	contig_473
lysis	0	contig_473
moron, auxiliary metabolic gene and host takeover	0	contig_473
other	3	contig_473
tail	5	contig_473
transcription regulation	1	contig_473
unknown function	114	contig_473
tRNAs	0	contig_473
CRISPRs	0	contig_473
tmRNAs	0	contig_473
VFDB_Virulence_Factors	0	contig_473
CARD_AMR_Genes	0	contig_473
CDS	58	contig_481
connector	0	contig_481
DNA, RNA and nucleotide metabolism	5	contig_481
head and packaging	0	contig_481
integration and excision	0	contig_481
lysis	1	contig_481
moron, auxiliary metabolic gene and host takeover	0	contig_481
other	1	contig_481
tail	0	contig_481
transcription regulation	0	contig_481
unknown function	51	contig_481
tRNAs	0	contig_481
CRISPRs	0	contig_481
tmRNAs	0	contig_481
VFDB_Virulence_Factors	0	contig_481
CARD_AMR_Genes	0	contig_481
CDS	76	contig_483
connector	3	contig_483
DNA, RNA and nucleotide metabolism	1	contig_483
head and packaging	8	contig_483
integration and excision	0	contig_483
lysis	0	contig_483
moron, auxiliary metabolic gene and host takeover	0	contig_483
other	0	contig_483
tail	7	contig_483
transcription regulation	0	contig_483
unknown function	57	contig_483
tRNAs	0	contig_483
CRISPRs	0	contig_483
tmRNAs	0	contig_483
VFDB_Virulence_Factors	0	contig_483
CARD_AMR_Genes	0	contig_483
CDS	43	contig_485
connector	1	contig_485
DNA, RNA and nucleotide metabolism	1	contig_485
head and packaging	0	contig_485
integration and excision	0	contig_485
lysis	0	contig_485
moron, auxiliary metabolic gene and host takeover	0	contig_485
other	0	contig_485
tail	2	contig_485
transcription regulation	1	contig_485
unknown function	38	contig_485
tRNAs	0	contig_485
CRISPRs	0	contig_485
tmRNAs	0	contig_485
VFDB_Virulence_Factors	0	contig_485
CARD_AMR_Genes	0	contig_485
CDS	50	contig_487
connector	0	contig_487
DNA, RNA and nucleotide metabolism	1	contig_487
head and packaging	0	contig_487
integration and excision	0	contig_487
lysis	0	contig_487
moron, auxiliary metabolic gene and host takeover	0	contig_487
other	0	contig_487
tail	1	contig_487
transcription regulation	1	contig_487
unknown function	47	contig_487
tRNAs	0	contig_487
CRISPRs	0	contig_487
tmRNAs	0	contig_487
VFDB_Virulence_Factors	0	contig_487
CARD_AMR_Genes	0	contig_487
CDS	146	contig_490
connector	4	contig_490
DNA, RNA and nucleotide metabolism	6	contig_490
head and packaging	9	contig_490
integration and excision	0	contig_490
lysis	1	contig_490
moron, auxiliary metabolic gene and host takeover	2	contig_490
other	0	contig_490
tail	1	contig_490
transcription regulation	0	contig_490
unknown function	123	contig_490
tRNAs	0	contig_490
CRISPRs	0	contig_490
tmRNAs	0	contig_490
VFDB_Virulence_Factors	0	contig_490
CARD_AMR_Genes	0	contig_490
CDS	167	contig_492
connector	0	contig_492
DNA, RNA and nucleotide metabolism	7	contig_492
head and packaging	7	contig_492
integration and excision	0	contig_492
lysis	1	contig_492
moron, auxiliary metabolic gene and host takeover	0	contig_492
other	4	contig_492
tail	0	contig_492
transcription regulation	0	contig_492
unknown function	148	contig_492
tRNAs	0	contig_492
CRISPRs	0	contig_492
tmRNAs	0	contig_492
VFDB_Virulence_Factors	0	contig_492
CARD_AMR_Genes	0	contig_492
CDS	49	contig_5
connector	0	contig_5
DNA, RNA and nucleotide metabolism	0	contig_5
head and packaging	1	contig_5
integration and excision	0	contig_5
lysis	0	contig_5
moron, auxiliary metabolic gene and host takeover	0	contig_5
other	0	contig_5
tail	0	contig_5
transcription regulation	0	contig_5
unknown function	48	contig_5
tRNAs	0	contig_5
CRISPRs	0	contig_5
tmRNAs	0	contig_5
VFDB_Virulence_Factors	0	contig_5
CARD_AMR_Genes	0	contig_5
CDS	32	contig_50
connector	0	contig_50
DNA, RNA and nucleotide metabolism	1	contig_50
head and packaging	0	contig_50
integration and excision	0	contig_50
lysis	0	contig_50
moron, auxiliary metabolic gene and host takeover	0	contig_50
other	0	contig_50
tail	2	contig_50
transcription regulation	0	contig_50
unknown function	29	contig_50
tRNAs	0	contig_50
CRISPRs	0	contig_50
tmRNAs	0	contig_50
VFDB_Virulence_Factors	0	contig_50
CARD_AMR_Genes	0	contig_50
CDS	6	contig_500
connector	0	contig_500
DNA, RNA and nucleotide metabolism	0	contig_500
head and packaging	0	contig_500
integration and excision	0	contig_500
lysis	0	contig_500
moron, auxiliary metabolic gene and host takeover	0	contig_500
other	0	contig_500
tail	0	contig_500
transcription regulation	0	contig_500
unknown function	6	contig_500
tRNAs	0	contig_500
CRISPRs	0	contig_500
tmRNAs	0	contig_500
VFDB_Virulence_Factors	0	contig_500
CARD_AMR_Genes	0	contig_500
CDS	67	contig_501
connector	0	contig_501
DNA, RNA and nucleotide metabolism	0	contig_501
head and packaging	1	contig_501
integration and excision	0	contig_501
lysis	0	contig_501
moron, auxiliary metabolic gene and host takeover	0	contig_501
other	2	contig_501
tail	1	contig_501
transcription regulation	0	contig_501
unknown function	63	contig_501
tRNAs	0	contig_501
CRISPRs	0	contig_501
tmRNAs	0	contig_501
VFDB_Virulence_Factors	0	contig_501
CARD_AMR_Genes	0	contig_501
CDS	51	contig_508
connector	0	contig_508
DNA, RNA and nucleotide metabolism	0	contig_508
head and packaging	0	contig_508
integration and excision	0	contig_508
lysis	0	contig_508
moron, auxiliary metabolic gene and host takeover	0	contig_508
other	0	contig_508
tail	0	contig_508
transcription regulation	0	contig_508
unknown function	51	contig_508
tRNAs	0	contig_508
CRISPRs	0	contig_508
tmRNAs	0	contig_508
VFDB_Virulence_Factors	0	contig_508
CARD_AMR_Genes	0	contig_508
CDS	74	contig_511
connector	0	contig_511
DNA, RNA and nucleotide metabolism	5	contig_511
head and packaging	11	contig_511
integration and excision	0	contig_511
lysis	2	contig_511
moron, auxiliary metabolic gene and host takeover	1	contig_511
other	0	contig_511
tail	1	contig_511
transcription regulation	1	contig_511
unknown function	53	contig_511
tRNAs	0	contig_511
CRISPRs	0	contig_511
tmRNAs	0	contig_511
VFDB_Virulence_Factors	0	contig_511
CARD_AMR_Genes	0	contig_511
CDS	98	contig_515
connector	0	contig_515
DNA, RNA and nucleotide metabolism	7	contig_515
head and packaging	2	contig_515
integration and excision	0	contig_515
lysis	2	contig_515
moron, auxiliary metabolic gene and host takeover	0	contig_515
other	1	contig_515
tail	1	contig_515
transcription regulation	1	contig_515
unknown function	84	contig_515
tRNAs	0	contig_515
CRISPRs	0	contig_515
tmRNAs	0	contig_515
VFDB_Virulence_Factors	0	contig_515
CARD_AMR_Genes	0	contig_515
CDS	158	contig_519
connector	0	contig_519
DNA, RNA and nucleotide metabolism	13	contig_519
head and packaging	3	contig_519
integration and excision	0	contig_519
lysis	2	contig_519
moron, auxiliary metabolic gene and host takeover	0	contig_519
other	2	contig_519
tail	0	contig_519
transcription regulation	0	contig_519
unknown function	138	contig_519
tRNAs	0	contig_519
CRISPRs	0	contig_519
tmRNAs	0	contig_519
VFDB_Virulence_Factors	0	contig_519
CARD_AMR_Genes	0	contig_519
CDS	46	contig_528
connector	0	contig_528
DNA, RNA and nucleotide metabolism	0	contig_528
head and packaging	5	contig_528
integration and excision	0	contig_528
lysis	0	contig_528
moron, auxiliary metabolic gene and host takeover	0	contig_528
other	0	contig_528
tail	0	contig_528
transcription regulation	0	contig_528
unknown function	41	contig_528
tRNAs	0	contig_528
CRISPRs	0	contig_528
tmRNAs	0	contig_528
VFDB_Virulence_Factors	0	contig_528
CARD_AMR_Genes	0	contig_528
CDS	105	contig_531
connector	2	contig_531
DNA, RNA and nucleotide metabolism	8	contig_531
head and packaging	7	contig_531
integration and excision	0	contig_531
lysis	3	contig_531
moron, auxiliary metabolic gene and host takeover	0	contig_531
other	1	contig_531
tail	1	contig_531
transcription regulation	0	contig_531
unknown function	83	contig_531
tRNAs	0	contig_531
CRISPRs	0	contig_531
tmRNAs	0	contig_531
VFDB_Virulence_Factors	0	contig_531
CARD_AMR_Genes	0	contig_531
CDS	92	contig_536
connector	2	contig_536
DNA, RNA and nucleotide metabolism	7	contig_536
head and packaging	6	contig_536
integration and excision	0	contig_536
lysis	1	contig_536
moron, auxiliary metabolic gene and host takeover	0	contig_536
other	0	contig_536
tail	1	contig_536
transcription regulation	0	contig_536
unknown function	75	contig_536
tRNAs	0	contig_536
CRISPRs	0	contig_536
tmRNAs	0	contig_536
VFDB_Virulence_Factors	0	contig_536
CARD_AMR_Genes	0	contig_536
CDS	82	contig_539
connector	3	contig_539
DNA, RNA and nucleotide metabolism	2	contig_539
head and packaging	7	contig_539
integration and excision	0	contig_539
lysis	1	contig_539
moron, auxiliary metabolic gene and host takeover	0	contig_539
other	0	contig_539
tail	0	contig_539
transcription regulation	0	contig_539
unknown function	69	contig_539
tRNAs	0	contig_539
CRISPRs	0	contig_539
tmRNAs	0	contig_539
VFDB_Virulence_Factors	0	contig_539
CARD_AMR_Genes	0	contig_539
CDS	117	contig_543
connector	0	contig_543
DNA, RNA and nucleotide metabolism	14	contig_543
head and packaging	5	contig_543
integration and excision	0	contig_543
lysis	2	contig_543
moron, auxiliary metabolic gene and host takeover	0	contig_543
other	3	contig_543
tail	2	contig_543
transcription regulation	0	contig_543
unknown function	91	contig_543
tRNAs	0	contig_543
CRISPRs	0	contig_543
tmRNAs	0	contig_543
VFDB_Virulence_Factors	0	contig_543
CARD_AMR_Genes	0	contig_543
CDS	100	contig_546
connector	0	contig_546
DNA, RNA and nucleotide metabolism	7	contig_546
head and packaging	0	contig_546
integration and excision	0	contig_546
lysis	1	contig_546
moron, auxiliary metabolic gene and host takeover	2	contig_546
other	3	contig_546
tail	1	contig_546
transcription regulation	0	contig_546
unknown function	86	contig_546
tRNAs	0	contig_546
CRISPRs	0	contig_546
tmRNAs	0	contig_546
VFDB_Virulence_Factors	0	contig_546
CARD_AMR_Genes	0	contig_546
CDS	30	contig_55
connector	0	contig_55
DNA, RNA and nucleotide metabolism	0	contig_55
head and packaging	0	contig_55
integration and excision	0	contig_55
lysis	0	contig_55
moron, auxiliary metabolic gene and host takeover	0	contig_55
other	0	contig_55
tail	3	contig_55
transcription regulation	0	contig_55
unknown function	27	contig_55
tRNAs	0	contig_55
CRISPRs	0	contig_55
tmRNAs	0	contig_55
VFDB_Virulence_Factors	0	contig_55
CARD_AMR_Genes	0	contig_55
CDS	91	contig_551
connector	1	contig_551
DNA, RNA and nucleotide metabolism	8	contig_551
head and packaging	4	contig_551
integration and excision	0	contig_551
lysis	0	contig_551
moron, auxiliary metabolic gene and host takeover	0	contig_551
other	1	contig_551
tail	0	contig_551
transcription regulation	0	contig_551
unknown function	77	contig_551
tRNAs	0	contig_551
CRISPRs	0	contig_551
tmRNAs	0	contig_551
VFDB_Virulence_Factors	0	contig_551
CARD_AMR_Genes	0	contig_551
CDS	75	contig_553
connector	1	contig_553
DNA, RNA and nucleotide metabolism	1	contig_553
head and packaging	5	contig_553
integration and excision	1	contig_553
lysis	1	contig_553
moron, auxiliary metabolic gene and host takeover	1	contig_553
other	0	contig_553
tail	4	contig_553
transcription regulation	0	contig_553
unknown function	61	contig_553
tRNAs	0	contig_553
CRISPRs	0	contig_553
tmRNAs	0	contig_553
VFDB_Virulence_Factors	0	contig_553
CARD_AMR_Genes	0	contig_553
CDS	61	contig_555
connector	1	contig_555
DNA, RNA and nucleotide metabolism	1	contig_555
head and packaging	4	contig_555
integration and excision	0	contig_555
lysis	2	contig_555
moron, auxiliary metabolic gene and host takeover	0	contig_555
other	1	contig_555
tail	1	contig_555
transcription regulation	0	contig_555
unknown function	51	contig_555
tRNAs	0	contig_555
CRISPRs	0	contig_555
tmRNAs	0	contig_555
VFDB_Virulence_Factors	0	contig_555
CARD_AMR_Genes	0	contig_555
CDS	49	contig_557
connector	0	contig_557
DNA, RNA and nucleotide metabolism	2	contig_557
head and packaging	2	contig_557
integration and excision	0	contig_557
lysis	0	contig_557
moron, auxiliary metabolic gene and host takeover	0	contig_557
other	0	contig_557
tail	2	contig_557
transcription regulation	0	contig_557
unknown function	43	contig_557
tRNAs	0	contig_557
CRISPRs	0	contig_557
tmRNAs	0	contig_557
VFDB_Virulence_Factors	0	contig_557
CARD_AMR_Genes	0	contig_557
CDS	81	contig_568
connector	0	contig_568
DNA, RNA and nucleotide metabolism	0	contig_568
head and packaging	1	contig_568
integration and excision	0	contig_568
lysis	0	contig_568
moron, auxiliary metabolic gene and host takeover	0	contig_568
other	0	contig_568
tail	0	contig_568
transcription regulation	0	contig_568
unknown function	80	contig_568
tRNAs	0	contig_568
CRISPRs	0	contig_568
tmRNAs	0	contig_568
VFDB_Virulence_Factors	0	contig_568
CARD_AMR_Genes	0	contig_568
CDS	89	contig_576
connector	2	contig_576
DNA, RNA and nucleotide metabolism	6	contig_576
head and packaging	6	contig_576
integration and excision	1	contig_576
lysis	0	contig_576
moron, auxiliary metabolic gene and host takeover	0	contig_576
other	3	contig_576
tail	2	contig_576
transcription regulation	0	contig_576
unknown function	69	contig_576
tRNAs	0	contig_576
CRISPRs	0	contig_576
tmRNAs	0	contig_576
VFDB_Virulence_Factors	0	contig_576
CARD_AMR_Genes	0	contig_576
CDS	231	contig_58
connector	2	contig_58
DNA, RNA and nucleotide metabolism	21	contig_58
head and packaging	13	contig_58
integration and excision	0	contig_58
lysis	1	contig_58
moron, auxiliary metabolic gene and host takeover	0	contig_58
other	6	contig_58
tail	10	contig_58
transcription regulation	0	contig_58
unknown function	178	contig_58
tRNAs	1	contig_58
CRISPRs	0	contig_58
tmRNAs	0	contig_58
VFDB_Virulence_Factors	0	contig_58
CARD_AMR_Genes	0	contig_58
CDS	45	contig_584
connector	0	contig_584
DNA, RNA and nucleotide metabolism	0	contig_584
head and packaging	1	contig_584
integration and excision	0	contig_584
lysis	0	contig_584
moron, auxiliary metabolic gene and host takeover	0	contig_584
other	0	contig_584
tail	2	contig_584
transcription regulation	0	contig_584
unknown function	42	contig_584
tRNAs	0	contig_584
CRISPRs	0	contig_584
tmRNAs	0	contig_584
VFDB_Virulence_Factors	0	contig_584
CARD_AMR_Genes	0	contig_584
CDS	156	contig_593
connector	0	contig_593
DNA, RNA and nucleotide metabolism	1	contig_593
head and packaging	4	contig_593
integration and excision	0	contig_593
lysis	1	contig_593
moron, auxiliary metabolic gene and host takeover	0	contig_593
other	1	contig_593
tail	1	contig_593
transcription regulation	1	contig_593
unknown function	147	contig_593
tRNAs	0	contig_593
CRISPRs	0	contig_593
tmRNAs	0	contig_593
VFDB_Virulence_Factors	0	contig_593
CARD_AMR_Genes	0	contig_593
CDS	96	contig_596
connector	0	contig_596
DNA, RNA and nucleotide metabolism	9	contig_596
head and packaging	8	contig_596
integration and excision	0	contig_596
lysis	2	contig_596
moron, auxiliary metabolic gene and host takeover	1	contig_596
other	1	contig_596
tail	6	contig_596
transcription regulation	0	contig_596
unknown function	69	contig_596
tRNAs	1	contig_596
CRISPRs	0	contig_596
tmRNAs	0	contig_596
VFDB_Virulence_Factors	0	contig_596
CARD_AMR_Genes	0	contig_596
CDS	49	contig_60
connector	0	contig_60
DNA, RNA and nucleotide metabolism	2	contig_60
head and packaging	4	contig_60
integration and excision	0	contig_60
lysis	0	contig_60
moron, auxiliary metabolic gene and host takeover	0	contig_60
other	0	contig_60
tail	0	contig_60
transcription regulation	0	contig_60
unknown function	43	contig_60
tRNAs	0	contig_60
CRISPRs	0	contig_60
tmRNAs	0	contig_60
VFDB_Virulence_Factors	0	contig_60
CARD_AMR_Genes	0	contig_60
CDS	146	contig_601
connector	0	contig_601
DNA, RNA and nucleotide metabolism	19	contig_601
head and packaging	3	contig_601
integration and excision	0	contig_601
lysis	1	contig_601
moron, auxiliary metabolic gene and host takeover	1	contig_601
other	5	contig_601
tail	7	contig_601
transcription regulation	0	contig_601
unknown function	110	contig_601
tRNAs	0	contig_601
CRISPRs	0	contig_601
tmRNAs	0	contig_601
VFDB_Virulence_Factors	0	contig_601
CARD_AMR_Genes	0	contig_601
CDS	74	contig_612
connector	0	contig_612
DNA, RNA and nucleotide metabolism	2	contig_612
head and packaging	8	contig_612
integration and excision	0	contig_612
lysis	0	contig_612
moron, auxiliary metabolic gene and host takeover	1	contig_612
other	0	contig_612
tail	1	contig_612
transcription regulation	0	contig_612
unknown function	62	contig_612
tRNAs	0	contig_612
CRISPRs	0	contig_612
tmRNAs	0	contig_612
VFDB_Virulence_Factors	0	contig_612
CARD_AMR_Genes	0	contig_612
CDS	133	contig_632
connector	0	contig_632
DNA, RNA and nucleotide metabolism	0	contig_632
head and packaging	4	contig_632
integration and excision	0	contig_632
lysis	3	contig_632
moron, auxiliary metabolic gene and host takeover	0	contig_632
other	2	contig_632
tail	2	contig_632
transcription regulation	1	contig_632
unknown function	121	contig_632
tRNAs	0	contig_632
CRISPRs	0	contig_632
tmRNAs	0	contig_632
VFDB_Virulence_Factors	0	contig_632
CARD_AMR_Genes	0	contig_632
CDS	47	contig_633
connector	0	contig_633
DNA, RNA and nucleotide metabolism	1	contig_633
head and packaging	4	contig_633
integration and excision	0	contig_633
lysis	0	contig_633
moron, auxiliary metabolic gene and host takeover	0	contig_633
other	0	contig_633
tail	2	contig_633
transcription regulation	0	contig_633
unknown function	40	contig_633
tRNAs	0	contig_633
CRISPRs	0	contig_633
tmRNAs	0	contig_633
VFDB_Virulence_Factors	0	contig_633
CARD_AMR_Genes	0	contig_633
CDS	50	contig_643
connector	0	contig_643
DNA, RNA and nucleotide metabolism	0	contig_643
head and packaging	0	contig_643
integration and excision	0	contig_643
lysis	0	contig_643
moron, auxiliary metabolic gene and host takeover	0	contig_643
other	0	contig_643
tail	0	contig_643
transcription regulation	0	contig_643
unknown function	50	contig_643
tRNAs	0	contig_643
CRISPRs	0	contig_643
tmRNAs	0	contig_643
VFDB_Virulence_Factors	0	contig_643
CARD_AMR_Genes	0	contig_643
CDS	224	contig_644
connector	1	contig_644
DNA, RNA and nucleotide metabolism	7	contig_644
head and packaging	13	contig_644
integration and excision	0	contig_644
lysis	1	contig_644
moron, auxiliary metabolic gene and host takeover	0	contig_644
other	3	contig_644
tail	1	contig_644
transcription regulation	0	contig_644
unknown function	198	contig_644
tRNAs	0	contig_644
CRISPRs	0	contig_644
tmRNAs	0	contig_644
VFDB_Virulence_Factors	0	contig_644
CARD_AMR_Genes	0	contig_644
CDS	95	contig_669
connector	0	contig_669
DNA, RNA and nucleotide metabolism	0	contig_669
head and packaging	4	contig_669
integration and excision	0	contig_669
lysis	0	contig_669
moron, auxiliary metabolic gene and host takeover	1	contig_669
other	3	contig_669
tail	1	contig_669
transcription regulation	0	contig_669
unknown function	86	contig_669
tRNAs	1	contig_669
CRISPRs	0	contig_669
tmRNAs	0	contig_669
VFDB_Virulence_Factors	0	contig_669
CARD_AMR_Genes	0	contig_669
CDS	40	contig_670
connector	0	contig_670
DNA, RNA and nucleotide metabolism	0	contig_670
head and packaging	6	contig_670
integration and excision	0	contig_670
lysis	0	contig_670
moron, auxiliary metabolic gene and host takeover	0	contig_670
other	0	contig_670
tail	0	contig_670
transcription regulation	0	contig_670
unknown function	34	contig_670
tRNAs	0	contig_670
CRISPRs	0	contig_670
tmRNAs	0	contig_670
VFDB_Virulence_Factors	0	contig_670
CARD_AMR_Genes	0	contig_670
CDS	41	contig_671
connector	0	contig_671
DNA, RNA and nucleotide metabolism	0	contig_671
head and packaging	7	contig_671
integration and excision	0	contig_671
lysis	0	contig_671
moron, auxiliary metabolic gene and host takeover	0	contig_671
other	0	contig_671
tail	1	contig_671
transcription regulation	0	contig_671
unknown function	33	contig_671
tRNAs	0	contig_671
CRISPRs	0	contig_671
tmRNAs	0	contig_671
VFDB_Virulence_Factors	0	contig_671
CARD_AMR_Genes	0	contig_671
CDS	66	contig_673
connector	0	contig_673
DNA, RNA and nucleotide metabolism	5	contig_673
head and packaging	0	contig_673
integration and excision	0	contig_673
lysis	0	contig_673
moron, auxiliary metabolic gene and host takeover	0	contig_673
other	0	contig_673
tail	0	contig_673
transcription regulation	0	contig_673
unknown function	61	contig_673
tRNAs	0	contig_673
CRISPRs	0	contig_673
tmRNAs	0	contig_673
VFDB_Virulence_Factors	0	contig_673
CARD_AMR_Genes	0	contig_673
CDS	76	contig_676
connector	1	contig_676
DNA, RNA and nucleotide metabolism	0	contig_676
head and packaging	3	contig_676
integration and excision	0	contig_676
lysis	2	contig_676
moron, auxiliary metabolic gene and host takeover	0	contig_676
other	1	contig_676
tail	6	contig_676
transcription regulation	0	contig_676
unknown function	63	contig_676
tRNAs	0	contig_676
CRISPRs	0	contig_676
tmRNAs	0	contig_676
VFDB_Virulence_Factors	0	contig_676
CARD_AMR_Genes	0	contig_676
CDS	65	contig_683
connector	0	contig_683
DNA, RNA and nucleotide metabolism	1	contig_683
head and packaging	1	contig_683
integration and excision	0	contig_683
lysis	0	contig_683
moron, auxiliary metabolic gene and host takeover	0	contig_683
other	0	contig_683
tail	0	contig_683
transcription regulation	0	contig_683
unknown function	63	contig_683
tRNAs	0	contig_683
CRISPRs	0	contig_683
tmRNAs	0	contig_683
VFDB_Virulence_Factors	0	contig_683
CARD_AMR_Genes	0	contig_683
CDS	109	contig_701
connector	0	contig_701
DNA, RNA and nucleotide metabolism	3	contig_701
head and packaging	6	contig_701
integration and excision	0	contig_701
lysis	3	contig_701
moron, auxiliary metabolic gene and host takeover	0	contig_701
other	1	contig_701
tail	1	contig_701
transcription regulation	0	contig_701
unknown function	95	contig_701
tRNAs	0	contig_701
CRISPRs	0	contig_701
tmRNAs	0	contig_701
VFDB_Virulence_Factors	0	contig_701
CARD_AMR_Genes	0	contig_701
CDS	121	contig_727
connector	0	contig_727
DNA, RNA and nucleotide metabolism	2	contig_727
head and packaging	1	contig_727
integration and excision	0	contig_727
lysis	0	contig_727
moron, auxiliary metabolic gene and host takeover	0	contig_727
other	0	contig_727
tail	0	contig_727
transcription regulation	0	contig_727
unknown function	118	contig_727
tRNAs	0	contig_727
CRISPRs	0	contig_727
tmRNAs	0	contig_727
VFDB_Virulence_Factors	0	contig_727
CARD_AMR_Genes	0	contig_727
CDS	39	contig_728
connector	0	contig_728
DNA, RNA and nucleotide metabolism	0	contig_728
head and packaging	0	contig_728
integration and excision	0	contig_728
lysis	0	contig_728
moron, auxiliary metabolic gene and host takeover	0	contig_728
other	1	contig_728
tail	0	contig_728
transcription regulation	0	contig_728
unknown function	38	contig_728
tRNAs	0	contig_728
CRISPRs	0	contig_728
tmRNAs	0	contig_728
VFDB_Virulence_Factors	0	contig_728
CARD_AMR_Genes	0	contig_728
CDS	78	contig_734
connector	2	contig_734
DNA, RNA and nucleotide metabolism	5	contig_734
head and packaging	2	contig_734
integration and excision	0	contig_734
lysis	2	contig_734
moron, auxiliary metabolic gene and host takeover	0	contig_734
other	3	contig_734
tail	1	contig_734
transcription regulation	0	contig_734
unknown function	63	contig_734
tRNAs	1	contig_734
CRISPRs	0	contig_734
tmRNAs	0	contig_734
VFDB_Virulence_Factors	0	contig_734
CARD_AMR_Genes	0	contig_734
CDS	82	contig_74
connector	1	contig_74
DNA, RNA and nucleotide metabolism	0	contig_74
head and packaging	4	contig_74
integration and excision	0	contig_74
lysis	2	contig_74
moron, auxiliary metabolic gene and host takeover	0	contig_74
other	0	contig_74
tail	4	contig_74
transcription regulation	0	contig_74
unknown function	71	contig_74
tRNAs	0	contig_74
CRISPRs	0	contig_74
tmRNAs	0	contig_74
VFDB_Virulence_Factors	0	contig_74
CARD_AMR_Genes	0	contig_74
CDS	67	contig_75
connector	0	contig_75
DNA, RNA and nucleotide metabolism	0	contig_75
head and packaging	2	contig_75
integration and excision	0	contig_75
lysis	0	contig_75
moron, auxiliary metabolic gene and host takeover	0	contig_75
other	1	contig_75
tail	2	contig_75
transcription regulation	0	contig_75
unknown function	62	contig_75
tRNAs	0	contig_75
CRISPRs	0	contig_75
tmRNAs	0	contig_75
VFDB_Virulence_Factors	0	contig_75
CARD_AMR_Genes	0	contig_75
CDS	140	contig_751
connector	0	contig_751
DNA, RNA and nucleotide metabolism	4	contig_751
head and packaging	4	contig_751
integration and excision	0	contig_751
lysis	3	contig_751
moron, auxiliary metabolic gene and host takeover	0	contig_751
other	0	contig_751
tail	1	contig_751
transcription regulation	0	contig_751
unknown function	128	contig_751
tRNAs	0	contig_751
CRISPRs	0	contig_751
tmRNAs	0	contig_751
VFDB_Virulence_Factors	0	contig_751
CARD_AMR_Genes	0	contig_751
CDS	38	contig_758
connector	0	contig_758
DNA, RNA and nucleotide metabolism	0	contig_758
head and packaging	4	contig_758
integration and excision	0	contig_758
lysis	0	contig_758
moron, auxiliary metabolic gene and host takeover	0	contig_758
other	0	contig_758
tail	0	contig_758
transcription regulation	0	contig_758
unknown function	34	contig_758
tRNAs	0	contig_758
CRISPRs	0	contig_758
tmRNAs	0	contig_758
VFDB_Virulence_Factors	0	contig_758
CARD_AMR_Genes	0	contig_758
CDS	196	contig_76
connector	0	contig_76
DNA, RNA and nucleotide metabolism	7	contig_76
head and packaging	2	contig_76
integration and excision	0	contig_76
lysis	0	contig_76
moron, auxiliary metabolic gene and host takeover	2	contig_76
other	0	contig_76
tail	2	contig_76
transcription regulation	0	contig_76
unknown function	183	contig_76
tRNAs	0	contig_76
CRISPRs	0	contig_76
tmRNAs	0	contig_76
VFDB_Virulence_Factors	0	contig_76
CARD_AMR_Genes	0	contig_76
CDS	79	contig_775
connector	0	contig_775
DNA, RNA and nucleotide metabolism	5	contig_775
head and packaging	7	contig_775
integration and excision	0	contig_775
lysis	1	contig_775
moron, auxiliary metabolic gene and host takeover	0	contig_775
other	2	contig_775
tail	0	contig_775
transcription regulation	0	contig_775
unknown function	64	contig_775
tRNAs	0	contig_775
CRISPRs	0	contig_775
tmRNAs	0	contig_775
VFDB_Virulence_Factors	0	contig_775
CARD_AMR_Genes	0	contig_775
CDS	97	contig_78
connector	1	contig_78
DNA, RNA and nucleotide metabolism	5	contig_78
head and packaging	3	contig_78
integration and excision	0	contig_78
lysis	0	contig_78
moron, auxiliary metabolic gene and host takeover	2	contig_78
other	1	contig_78
tail	1	contig_78
transcription regulation	0	contig_78
unknown function	84	contig_78
tRNAs	0	contig_78
CRISPRs	0	contig_78
tmRNAs	0	contig_78
VFDB_Virulence_Factors	0	contig_78
CARD_AMR_Genes	0	contig_78
CDS	58	contig_791
connector	0	contig_791
DNA, RNA and nucleotide metabolism	2	contig_791
head and packaging	2	contig_791
integration and excision	0	contig_791
lysis	1	contig_791
moron, auxiliary metabolic gene and host takeover	0	contig_791
other	1	contig_791
tail	0	contig_791
transcription regulation	0	contig_791
unknown function	52	contig_791
tRNAs	0	contig_791
CRISPRs	0	contig_791
tmRNAs	0	contig_791
VFDB_Virulence_Factors	0	contig_791
CARD_AMR_Genes	0	contig_791
CDS	126	contig_799
