gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
contig_669_24	15618	15743	126	1	0.286	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_669_25	15927	16052	126	1	0.310	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_669_26	16743	16889	147	1	0.381	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_669_27	16852	17091	240	1	0.300	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_669_28	17051	17287	237	1	0.325	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_669_29	17269	17424	156	1	0.308	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_669_30	17606	17734	129	1	0.364	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_669_31	18156	18458	303	1	0.376	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_669_32	18532	18708	177	1	0.384	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_669_33	18705	19052	348	1	0.276	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_669_34	19039	19170	132	1	0.341	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_669_35	19199	19546	348	1	0.313	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_669_36	19775	19912	138	1	0.312	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_669_37	20089	20847	759	1	0.370	11	AGGA	GENOMAD.025225.VV	5.722e-40	151	0	0	0	2561	Caudoviricetes	NA	NA	PF14395	Phage phiEco32-like COOH.NH2 ligase-type 2
contig_669_38	20847	21551	705	1	0.284	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_669_39	21544	22185	642	1	0.308	11	None	GENOMAD.027630.VV	1.057e-21	96	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_669_40	22166	22336	171	1	0.281	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_669_41	22663	22917	255	1	0.369	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_670_1	1017	1139	123	-1	0.488	11	ATA	GENOMAD.036528.VV	8.961e-10	53	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_670_2	1390	1698	309	-1	0.440	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_670_3	1839	2174	336	-1	0.461	11	None	GENOMAD.024542.VV	4.044e-34	127	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_670_4	2670	3149	480	-1	0.427	11	ATA	GENOMAD.015387.VV	3.961e-10	60	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_670_5	3209	3370	162	1	0.389	11	ATA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_670_6	3308	3583	276	-1	0.449	11	ATA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_670_7	4413	4589	177	-1	0.446	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_670_8	5535	5732	198	-1	0.460	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_670_9	5734	5994	261	-1	0.429	11	None	GENOMAD.014377.VV	1.99e-45	158	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_670_10	6142	6567	426	-1	0.446	11	None	GENOMAD.013655.VV	6.025e-18	82	0	0	0	2561	Caudoviricetes	NA	NA	PF11436;TIGR02215	phage conserved hypothetical protein, phiE125 gp8 family
contig_670_11	6638	6781	144	-1	0.465	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_670_12	6748	7185	438	-1	0.498	11	None	GENOMAD.083218.VV	4.686e-13	68	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_670_13	7274	8230	957	-1	0.473	11	None	GENOMAD.094159.VV	1.098e-112	365	0	0	1	2561	Caudoviricetes	NA	NA	PF04586;K06904;TIGR01543;COG3740	phage prohead protease, HK97 family
contig_670_14	8230	8502	273	-1	0.421	11	ATA	GENOMAD.167295.VP	6.975e-12	62	0	0	1	2561	Caudoviricetes	NA	NA	PF13539;TIGR01537	D-alanyl-D-alanine carboxypeptidase
contig_670_15	8507	8755	249	-1	0.438	11	ATA	GENOMAD.005429.VV	3.081e-09	54	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_670_16	8805	9218	414	-1	0.432	11	None	GENOMAD.167295.VP	9.63e-37	136	0	0	1	2561	Caudoviricetes	NA	NA	PF13539;TIGR01537	D-alanyl-D-alanine carboxypeptidase
contig_670_17	9412	9534	123	-1	0.455	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_670_18	9552	10088	537	-1	0.462	11	None	GENOMAD.009385.VV	3.763e-40	148	0	0	1	2561	Caudoviricetes	NA	NA	PF20441;COG4626	Terminase large subunit, endonuclease domain
contig_670_19	10348	10863	516	-1	0.477	11	None	GENOMAD.064252.VV	5.251e-33	127	0	0	1	2561	Caudoviricetes	NA	NA	PF03354;COG4626;TIGR01547	Terminase large subunit, ATPase domain
contig_671_1	346	537	192	-1	0.464	11	ATA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_671_2	775	1002	228	-1	0.592	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_671_3	1053	1253	201	-1	0.517	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_671_4	1253	1501	249	-1	0.438	11	None	GENOMAD.142884.VV	2.54e-33	123	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_671_5	1673	2125	453	-1	0.439	11	ATA	GENOMAD.010099.VV	6.004e-22	94	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_671_6	2330	2725	396	-1	0.480	11	None	GENOMAD.024542.VV	1.279e-22	95	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_671_7	2689	2937	249	-1	0.402	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_671_8	2963	3127	165	-1	0.539	11	ATA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_671_9	3785	3916	132	-1	0.439	11	ATA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_671_10	3978	4673	696	-1	0.399	11	None	GENOMAD.006726.VV	1.696e-46	169	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_671_11	4692	4829	138	-1	0.428	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_671_12	4924	5211	288	-1	0.469	11	None	GENOMAD.026030.VV	5.297e-09	54	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_671_13	5205	5330	126	-1	0.429	11	ATA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_671_14	5611	5730	120	-1	0.400	11	None	GENOMAD.021855.VV	2.624e-13	63	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_671_15	5826	6431	606	-1	0.446	11	None	GENOMAD.008420.VV	2.457e-37	141	0	0	1	2561	Caudoviricetes	NA	NA	PF06199;COG5437;TIGR02126	Phage tail tube protein
contig_671_16	6696	6926	231	-1	0.498	11	None	GENOMAD.013655.VV	1.502e-06	46	0	0	0	2561	Caudoviricetes	NA	NA	PF11436;TIGR02215	phage conserved hypothetical protein, phiE125 gp8 family
contig_671_17	7347	7697	351	-1	0.405	11	None	GENOMAD.005158.VV	2.061e-27	108	0	0	1	2561	Caudoviricetes	NA	NA	PF04586;PF13395;TIGR02646;K06904	TIGR02646 family protein
contig_671_18	7651	8499	849	-1	0.465	11	None	GENOMAD.005158.VV	4.609e-47	173	0	0	1	2561	Caudoviricetes	NA	NA	PF04586;PF13395;TIGR02646;K06904	TIGR02646 family protein
contig_671_19	8638	8898	261	-1	0.418	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_671_20	8898	9170	273	-1	0.366	11	None	GENOMAD.167295.VP	1.398e-12	64	0	0	1	2561	Caudoviricetes	NA	NA	PF13539;TIGR01537	D-alanyl-D-alanine carboxypeptidase
contig_671_21	9184	9819	636	-1	0.401	11	None	GENOMAD.167295.VP	6.92e-28	114	0	0	1	2561	Caudoviricetes	NA	NA	PF13539;TIGR01537	D-alanyl-D-alanine carboxypeptidase
contig_671_22	9773	10009	237	-1	0.439	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_671_23	10056	10253	198	-1	0.424	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_671_24	10280	10576	297	-1	0.451	11	ATA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_671_25	11012	11503	492	-1	0.443	11	None	GENOMAD.079405.VV	1.525e-60	206	0	0	1	2561	Caudoviricetes	NA	NA	PF03354;COG4626;TIGR01547	Phage terminase-like protein, large subunit, contains N-terminal HTH domain
contig_673_1	571	705	135	-1	0.644	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_2	735	890	156	-1	0.654	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_3	930	1115	186	-1	0.640	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_4	1112	1261	150	-1	0.540	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_5	1258	1485	228	-1	0.553	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_6	1485	1682	198	-1	0.581	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_7	2560	3660	1101	1	0.632	11	AGGAGG	GENOMAD.169750.VV	2.411e-06	52	0	0	0	1	NA	NA	NA	NA	NA
contig_673_8	3617	3898	282	1	0.613	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_9	4069	4185	117	1	0.556	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_10	4189	4323	135	1	0.593	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_11	4383	4667	285	1	0.618	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_12	4619	4810	192	1	0.646	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_13	5238	5597	360	1	0.539	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_14	5729	5926	198	1	0.606	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_15	5919	6131	213	1	0.610	11	GGAG/GAGG	GENOMAD.075457.VV	0.0007455	38	0	0	1	2561	Caudoviricetes	NA	NA	PF09588;COG5377;TIGR03033	Phage-related protein, predicted endonuclease
contig_673_16	6085	6264	180	1	0.600	11	None	GENOMAD.086122.VP	6.076e-08	49	0	0	1	2561	Caudoviricetes	NA	NA	PF09588;COG5377;TIGR03033;K01143	Phage-related protein, predicted endonuclease
contig_673_17	6248	6541	294	1	0.561	11	GGA/GAG/AGG	GENOMAD.099644.VP	4.199e-12	63	0	0	1	2561	Caudoviricetes	NA	NA	PF09588;COG5377;TIGR03033;K01143	Phage-related protein, predicted endonuclease
contig_673_18	6851	7681	831	1	0.578	11	4Base/6BMM	GENOMAD.061825.VV	0.000211	45	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_673_19	7696	7926	231	1	0.623	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_20	7966	8313	348	1	0.563	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_21	8501	8668	168	1	0.589	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_22	8992	9186	195	1	0.610	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_23	9429	9893	465	1	0.529	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_24	9970	10101	132	1	0.598	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_25	10089	10298	210	1	0.638	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_26	10295	10618	324	1	0.599	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_27	10570	11103	534	-1	0.588	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_28	11257	11532	276	1	0.540	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_29	11522	11830	309	1	0.625	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_30	11933	12190	258	1	0.519	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_31	12288	12575	288	1	0.625	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_32	12533	12811	279	1	0.659	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_33	13002	13193	192	-1	0.562	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_34	13202	13474	273	-1	0.560	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_35	13697	13885	189	-1	0.550	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_36	13882	14238	357	-1	0.697	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_37	14401	14775	375	-1	0.600	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_38	14959	15324	366	-1	0.631	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_39	15425	16705	1281	-1	0.645	11	None	GENOMAD.104262.VV	1.08e-26	117	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_673_40	16702	17709	1008	-1	0.625	11	GGAG/GAGG	GENOMAD.107217.VV	4.155e-06	51	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_673_41	17720	18118	399	-1	0.619	11	GGAG/GAGG	GENOMAD.008391.VV	6.083e-14	70	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_673_42	18130	18717	588	-1	0.616	11	None	GENOMAD.006341.VV	8.319e-16	78	0	0	1	2561	Caudoviricetes	NA	NA	PF11134	Phage stabilisation protein
contig_673_43	18825	19259	435	-1	0.543	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_44	19815	20111	297	-1	0.599	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_673_45	20713	21456	744	-1	0.636	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_676_1	2	802	801	1	0.679	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_676_2	865	1023	159	1	0.535	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_676_3	1747	2229	483	1	0.462	11	GGAG/GAGG	GENOMAD.014712.VV	7.654e-50	175	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_676_4	2267	2437	171	1	0.450	11	AGxAGG/AGGxGG	GENOMAD.002355.VV	1.788e-17	76	0	0	0	2561	Caudoviricetes	NA	NA	PF19058	NA
contig_676_5	2437	2652	216	1	0.426	11	AGGA	GENOMAD.075230.VV	6.071e-06	44	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_676_6	2649	2819	171	1	0.392	11	GGA/GAG/AGG	GENOMAD.019251.VV	9.174e-10	54	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_676_7	2828	3196	369	1	0.434	11	GGA/GAG/AGG	GENOMAD.052975.VV	1.805e-31	120	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_676_8	3451	3660	210	1	0.476	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_676_9	3574	4011	438	-1	0.523	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_676_10	4246	4611	366	1	0.388	11	AGGAG	GENOMAD.098202.VV	5.798e-43	153	0	0	1	2561	Caudoviricetes	NA	NA	PF03592;COG3728	NA
contig_676_11	4668	5195	528	1	0.460	11	None	GENOMAD.030334.VV	1.61e-48	172	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_676_12	5164	6600	1437	1	0.459	11	None	GENOMAD.101279.VC	1.261e-87	300	0	0	0	2561	Caudoviricetes	NA	NA	K00527;TIGR02505	ribonucleoside-triphosphate reductase, adenosylcobalamin-dependent
contig_676_13	6610	8742	2133	1	0.458	11	AGGA	GENOMAD.006767.VV	6.426e-165	536	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_676_14	8742	8945	204	1	0.417	11	GGA/GAG/AGG	GENOMAD.046925.VV	3.179e-24	96	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_676_15	8932	9228	297	1	0.488	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_676_16	9237	9542	306	1	0.441	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_676_17	9557	10102	546	1	0.432	11	AGGA/GGAG/GAGG	GENOMAD.131737.VV	3.254e-10	61	0	0	0	1	NA	NA	NA	NA	NA
contig_676_18	10074	10799	726	1	0.427	11	3Base/5BMM	GENOMAD.051566.VV	8.263e-06	49	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_676_19	10762	11961	1200	1	0.471	11	3Base/5BMM	GENOMAD.036371.VV	1.755e-43	167	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_676_20	13570	13692	123	1	0.472	11	AGGAGG	GENOMAD.015934.VV	3.882e-17	74	0	0	0	2561	Caudoviricetes	NA	NA	PF13252	NA
contig_676_21	13774	14247	474	1	0.530	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_676_22	14338	14577	240	1	0.529	11	None	GENOMAD.008760.VV	8.566e-06	44	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_676_23	14940	15422	483	1	0.395	11	None	GENOMAD.006717.VV	1.271e-26	108	0	0	1	2561	Caudoviricetes	NA	NA	PF20387	NA
contig_676_24	15424	15813	390	1	0.444	11	AGGA/GGAG/GAGG	GENOMAD.017813.VV	8.361e-43	153	0	0	1	2561	Caudoviricetes	NA	NA	PF11134	Phage stabilisation protein
contig_676_25	15821	15991	171	1	0.439	11	GGA/GAG/AGG	GENOMAD.017813.VV	4.555e-23	92	0	0	1	2561	Caudoviricetes	NA	NA	PF11134	Phage stabilisation protein
contig_676_26	16157	16402	246	1	0.435	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_676_27	16417	16692	276	1	0.446	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_676_28	16978	17793	816	1	0.453	11	AGGAG	GENOMAD.056758.VV	3.831e-93	306	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_676_29	17807	18175	369	1	0.472	11	None	GENOMAD.016462.VV	3.17e-17	79	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_676_30	18217	18741	525	1	0.505	11	None	GENOMAD.056758.VV	4.94e-44	159	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_676_31	18868	19077	210	1	0.557	11	None	GENOMAD.008266.VV	1.955e-22	91	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_676_32	21148	21774	627	1	0.514	11	AGGAG	GENOMAD.095453.VV	6.249e-28	114	0	0	0	1	NA	NA	NA	NA	NA
contig_676_33	21771	23369	1599	1	0.510	11	AGGAG	GENOMAD.076016.VV	3.884e-56	209	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_676_34	23393	23599	207	1	0.507	11	AGGAG	GENOMAD.014111.VV	8.14e-16	72	0	0	0	2561	Caudoviricetes	NA	NA	PF20045	NA
contig_676_35	23596	23898	303	1	0.538	11	GGAG/GAGG	GENOMAD.007326.VV	2.69e-33	124	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_676_36	23992	24891	900	1	0.572	11	AGGA	GENOMAD.063024.VV	9.096e-20	93	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_676_37	25611	25904	294	-1	0.588	11	AGGAG	GENOMAD.002099.VV	1.325e-23	96	0	0	1	2561	Caudoviricetes	NA	NA	PF19905	NA
contig_676_38	26206	26418	213	-1	0.573	11	AGGA	GENOMAD.055022.VV	5.033e-14	67	0	0	0	1	NA	NA	NA	NA	NA
contig_676_39	26411	26656	246	-1	0.553	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_676_40	26656	26862	207	-1	0.604	11	GGAGG	GENOMAD.128592.VV	2.688e-26	102	0	0	0	1	NA	NA	NA	NA	NA
contig_676_41	26859	27233	375	-1	0.525	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_676_42	27217	27615	399	-1	0.531	11	GGAG/GAGG	GENOMAD.203647.VV	2.302e-33	126	0	0	1	1	NA	NA	NA	PF11242;TIGR02702;COG2345;K01994	iron-sulfur cluster biosynthesis transcriptional regulator SufR
contig_676_43	27826	28128	303	-1	0.587	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_676_44	28249	28407	159	-1	0.597	11	None	GENOMAD.101757.VV	1.684e-09	53	0	0	0	1	NA	NA	NA	NA	NA
contig_683_1	2	271	270	1	0.511	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_683_2	1323	1538	216	-1	0.579	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_683_3	1731	1979	249	1	0.478	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_683_4	2013	2504	492	1	0.504	11	None	GENOMAD.005429.VV	1.053e-20	91	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_683_5	3035	3298	264	-1	0.496	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_683_6	3307	3669	363	1	0.499	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_683_7	4951	5043	93	-1	0.516	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_683_8	5874	6152	279	1	0.466	11	None	GENOMAD.030017.VV	5.061e-31	117	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_683_9	6491	6658	168	1	0.542	11	None	GENOMAD.030492.VV	6.774e-19	80	0	0	1	2561	Caudoviricetes	NA	NA	TIGR01725	NA
contig_683_10	6624	6953	330	1	0.515	11	None	GENOMAD.030492.VV	9.99e-40	143	0	0	1	2561	Caudoviricetes	NA	NA	TIGR01725	NA
contig_683_11	7388	7612	225	1	0.578	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_683_12	8282	8533	252	1	0.560	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_683_13	8663	8785	123	1	0.602	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_683_14	8748	8891	144	1	0.562	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_683_15	9119	9469	351	1	0.507	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_683_16	9454	9726	273	1	0.546	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_683_17	10312	10581	270	1	0.533	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_683_18	11403	11564	162	-1	0.556	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_683_19	11642	11995	354	1	0.506	11	None	GENOMAD.027313.VV	8.792e-45	158	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_683_20	12038	12217	180	1	0.444	11	None	GENOMAD.070228.VV	3.073e-28	107	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_683_21	12243	12395	153	1	0.536	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_683_22	12513	12680	168	-1	0.536	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_683_23	12693	12791	99	1	0.414	11	None	GENOMAD.087111.VV	1.012e-11	58	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_683_24	13255	13560	306	1	0.529	11	None	GENOMAD.135926.VP	7.471e-55	186	0	0	0	2561	Caudoviricetes	NA	NA	TIGR02702	iron-sulfur cluster biosynthesis transcriptional regulator SufR
contig_683_25	13621	13977	357	1	0.499	11	None	GENOMAD.089501.VV	2.017e-20	88	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_683_26	13917	14159	243	1	0.502	11	None	GENOMAD.017924.VV	8.98e-13	64	0	0	0	2561	Caudoviricetes	NA	NA	PF11272;COG4382	NA
contig_683_27	14253	14522	270	-1	0.548	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_683_28	14721	15014	294	1	0.473	11	None	GENOMAD.056718.VV	7.035e-07	48	0	0	0	2561	Caudoviricetes	NA	NA	PF13395;TIGR02646	TIGR02646 family protein
contig_701_1	220	456	237	-1	0.435	11	AGGA/GGAG/GAGG	GENOMAD.090697.VV	4.661e-33	122	0	0	0	2561	Caudoviricetes	NA	NA	PF03965;TIGR02702;COG1777	iron-sulfur cluster biosynthesis transcriptional regulator SufR
contig_701_2	760	1149	390	1	0.390	11	AGGAG	GENOMAD.071292.VV	2.226e-32	123	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_701_3	1777	1902	126	1	0.357	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_701_4	2620	2787	168	1	0.345	11	AGGAG	GENOMAD.073353.VV	3.028e-19	81	0	0	0	1	NA	NA	NA	NA	NA
contig_701_5	3284	3715	432	-1	0.440	11	3Base/5BMM	GENOMAD.039965.VV	8.772e-82	266	0	0	0	2561	Caudoviricetes	NA	NA	PF14582;COG2908;TIGR03729;K03269	UDP-2,3-diacylglucosamine pyrophosphatase LpxH
contig_701_6	3947	4321	375	-1	0.411	11	GGA/GAG/AGG	GENOMAD.071629.VV	9.366e-72	236	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_701_7	4357	4740	384	-1	0.471	11	AGxAGG/AGGxGG	GENOMAD.021660.VV	1.442e-19	86	0	0	0	2561	Caudoviricetes	NA	NA	COG3179;K18950	Predicted chitinase
contig_701_8	4709	4957	249	-1	0.434	11	GGA/GAG/AGG	GENOMAD.189267.VV	1.377e-09	55	0	0	0	2561	Caudoviricetes	NA	NA	COG3179	Predicted chitinase
contig_701_9	5233	5442	210	-1	0.414	11	GGAG/GAGG	GENOMAD.083913.VV	5.989e-34	124	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
