contig_id	length	prediction	entropy	reliability_score	host_contam	prophage_contam	G+C	N%	prediction_2	#_bacteria_windows	#_phage_windows	#_eukarya_windows	#_archaea_windows	bacteria_score	bacteria_var	phage_score	phage_var	eukarya_score	eukarya_var	archaea_score	archaea_var	window_summary	terminal_repeats	repeat_length
contig_1498	28843.000	phage	0.116	0.857	False	False	0.487	0.000	bacteria	0.000	14.000	0.000	0.000	0.131	0.201	5.480	1.676	-6.410	3.732	-4.516	0.245	14V		
contig_15	2787.000	phage	0.064	0.710	False	False	0.453	0.000	bacteria	0.000	1.000	0.000	0.000	-1.151	0.000	4.094	0.000	-3.525	0.000	-2.832	0.000	1V		
contig_1499	27661.000	phage	0.522	0.542	False	False	0.295	0.000	bacteria	2.000	11.000	0.000	0.000	0.776	0.906	3.184	1.193	-4.785	3.338	-2.986	1.362	5V1n2V1n4V		
contig_1501	19883.000	phage	0.238	0.670	True	False	0.318	0.000	bacteria	0.000	8.000	1.000	0.000	-2.594	0.994	4.906	6.289	-4.305	8.445	-3.738	0.274	1V1n7V	DTR	14.000
contig_1504	10529.000	phage	0.040	0.914	False	False	0.276	0.000	bacteria	0.000	5.000	0.000	0.000	-1.023	0.306	4.883	0.125	-5.570	0.472	-3.990	0.229	5V		
contig_1505	8587.000	phage	1.122	0.425	False	False	0.334	0.000	bacteria	1.000	3.000	0.000	0.000	0.625	0.777	1.788	0.565	-3.115	3.861	-0.751	1.282	1n3V		
contig_1507																								
contig_1506	33842.000	phage	0.955	0.254	False	False	0.316	0.000	bacteria	4.000	12.000	0.000	0.000	0.973	0.548	2.086	0.955	-2.098	2.523	-2.904	0.337	3V1n6V1n1V2n2V		
contig_1508	3077.000	non-phage	0.736	0.840	False	False	0.410	0.000		1.000	0.000	0.000	0.000	3.033	0.000	1.223	0.000	-3.098	0.000	-0.681	0.000	1n		
contig_1509	15231.000	phage	0.365	0.744	False	False	0.310	0.000	bacteria	0.000	7.000	0.000	0.000	-0.376	1.185	3.557	1.266	-4.734	2.871	-3.471	3.168	7V		
contig_1510	11229.000	phage	0.107	0.778	False	False	0.527	0.000	bacteria	0.000	5.000	0.000	0.000	0.175	0.106	4.535	0.162	-5.266	0.984	-4.617	0.131	5V		
contig_1515	8518.000	phage	0.410	0.660	False	False	0.553	0.000	bacteria	0.000	4.000	0.000	0.000	0.761	0.728	4.352	2.600	-5.051	5.547	-3.887	0.096	4V		
contig_1516	7431.000	non-phage	0.864	0.723	False	False	0.472	0.000		2.000	1.000	0.000	0.000	3.688	0.185	3.109	0.341	-6.184	0.760	-4.949	0.672	2n1V		
contig_1518	10929.000	phage	0.601	0.747	False	False	0.645	0.000	bacteria	1.000	4.000	0.000	0.000	2.135	0.629	3.604	1.650	-6.109	2.416	-4.867	0.944	4V1n		
contig_1520	2394.000	phage	1.443	0.307	False	False	0.502	0.000	eukarya	0.000	1.000	0.000	0.000	-0.460	0.000	0.829	0.000	0.777	0.000	-4.070	0.000	1V		
contig_1519	39859.000	phage	0.392	0.408	False	False	0.341	0.000	bacteria	0.000	18.000	1.000	0.000	-1.312	0.984	3.490	2.707	-2.645	4.148	-2.719	2.027	2V1n16V		
contig_152	30797.000	phage	0.204	0.770	False	False	0.417	0.000	bacteria	0.000	15.000	0.000	0.000	0.307	0.375	4.828	2.043	-5.605	3.732	-4.508	0.641	15V		
contig_1521	2365.000	phage	0.004	0.951	False	False	0.441	0.000	bacteria	0.000	1.000	0.000	0.000	-1.674	0.000	6.621	0.000	-6.180	0.000	-3.791	0.000	1V		
contig_1523	6843.000	phage	0.311	0.599	False	False	0.286	0.000	bacteria	0.000	3.000	0.000	0.000	0.870	0.077	3.932	0.600	-7.133	1.334	-3.164	1.150	3V		
contig_1524	2339.000	phage	0.422	0.467	False	False	0.254	0.000	bacteria	0.000	1.000	0.000	0.000	1.371	0.000	3.775	0.000	-6.160	0.000	-3.219	0.000	1V		
contig_1527	5651.000	phage	0.565	0.529	False	False	0.259	0.000	bacteria	0.000	2.000	0.000	0.000	1.601	1.044	3.748	0.988	-6.242	0.001	-3.383	0.110	2V		
contig_1525	28216.000	phage	0.304	0.608	True	False	0.368	0.000	bacteria	0.000	12.000	1.000	0.000	-1.453	1.127	3.920	5.324	-4.570	5.832	-2.090	1.650	5V1n7V		
contig_1528	5619.000	phage	0.880	0.324	False	False	0.273	0.000	bacteria	0.000	2.000	0.000	0.000	1.039	0.000	2.703	1.593	-5.258	0.844	-1.729	4.141	2V		
contig_1529	14681.000	phage	0.557	0.483	False	False	0.360	0.000	bacteria	0.000	7.000	0.000	0.000	-0.212	0.304	2.688	0.310	-3.346	1.455	-1.017	0.165	7V		
contig_1532	7116.000	phage	0.420	0.756	False	False	0.620	0.000	bacteria	0.000	3.000	0.000	0.000	1.508	0.453	4.266	0.677	-5.297	0.178	-4.094	0.427	3V		
contig_1535	2652.000	phage	0.058	0.790	False	False	0.683	0.000	bacteria	0.000	1.000	0.000	0.000	-0.235	0.000	4.832	0.000	-5.371	0.000	-3.664	0.000	1V		
contig_1537	6515.000	phage	0.571	0.663	False	False	0.692	0.000	bacteria	0.000	3.000	0.000	0.000	1.456	0.309	3.441	0.393	-5.680	2.926	-4.402	1.307	3V		
contig_1539	35193.000	phage	0.098	0.860	False	False	0.430	0.000	bacteria	0.000	17.000	0.000	0.000	0.344	0.088	5.105	0.781	-6.418	1.609	-4.238	0.848	17V		
contig_1542	31735.000	phage	0.054	0.926	False	False	0.307	0.000	bacteria	0.000	15.000	0.000	0.000	-0.775	0.670	5.641	0.808	-6.758	1.179	-3.783	0.239	15V	ITR	13.000
contig_1544	15453.000	phage	0.658	0.760	True	False	0.617	0.000	bacteria	4.000	2.000	1.000	0.000	2.592	2.072	2.717	3.049	-5.477	7.863	-4.199	1.289	2n1V1n1V2n		
contig_1543	33118.000	phage	0.125	0.864	False	False	0.298	0.000	bacteria	1.000	15.000	0.000	0.000	0.233	1.072	5.223	1.292	-7.066	0.736	-4.156	0.340	10V1n5V		
contig_1545	41551.000	phage	0.554	0.676	False	False	0.604	0.000	bacteria	4.000	16.000	0.000	0.000	1.387	1.884	3.498	2.596	-4.641	4.875	-4.199	0.525	1n16V3n	DTR	13.000
contig_1546	38963.000	phage	0.326	0.661	False	False	0.545	0.000	bacteria	2.000	17.000	0.000	0.000	1.188	0.935	4.609	2.660	-5.879	4.672	-4.695	0.466	11V1n1V1n5V		
contig_1547	35347.000	phage	0.298	0.747	False	False	0.336	0.000	bacteria	0.000	17.000	0.000	0.000	0.201	0.662	4.000	1.121	-5.605	1.099	-2.814	1.413	17V		
contig_1549	40575.000	phage	0.478	0.691	False	False	0.572	0.000	bacteria	7.000	12.000	0.000	0.000	1.764	1.507	3.396	2.494	-4.980	6.832	-4.539	1.588	7V2n1V1n1V1n3V3n		
contig_1550	35720.000	phage	0.391	0.532	False	False	0.393	0.000	bacteria	0.000	16.000	1.000	0.000	0.437	0.339	3.629	1.435	-4.008	3.975	-3.854	0.735	5V1n11V		
contig_1551	34409.000	non-phage	0.401	0.869	False	True	0.730	0.000		13.000	3.000	0.000	0.000	3.789	2.156	0.893	3.600	-6.781	0.410	-4.055	0.757	1n1V7n1V5n1V		
contig_1552	26758.000	phage	0.754	0.477	True	False	0.321	0.000	bacteria	2.000	8.000	3.000	0.000	0.442	1.007	1.982	2.912	-2.301	5.672	-2.836	1.007	7V5n1V	DTR	51.000
contig_1553	7214.000	phage	0.505	0.466	True	False	0.401	0.000	bacteria	1.000	2.000	0.000	0.000	1.575	0.960	2.340	2.545	-4.117	0.301	-3.051	2.721	2V1n		
contig_1556	6539.000	phage	0.287	0.572	False	False	0.426	0.000	bacteria	0.000	3.000	0.000	0.000	-0.026	0.125	3.506	0.751	-3.865	0.900	-3.264	0.369	3V		
contig_1554	36349.000	phage	0.225	0.744	False	False	0.389	0.000	bacteria	0.000	17.000	0.000	0.000	-0.259	0.527	3.902	0.721	-4.379	1.524	-2.947	1.235	17V		
contig_1555	36429.000	phage	0.189	0.792	False	False	0.297	0.000	bacteria	0.000	17.000	0.000	0.000	0.179	0.221	4.328	0.654	-5.926	0.625	-3.268	1.138	17V		
contig_1557	5365.000	phage	0.349	0.722	False	False	0.586	0.000	bacteria	0.000	2.000	0.000	0.000	1.562	0.004	4.262	0.087	-6.895	1.423	-5.262	1.384	2V		
contig_1559	10989.000	phage	0.178	0.761	False	False	0.578	0.000	bacteria	0.000	5.000	0.000	0.000	0.087	0.830	4.129	0.253	-5.840	0.208	-2.807	1.812	5V	ITR	13.000
contig_1558	29951.000	phage	0.046	0.871	False	False	0.344	0.000	bacteria	0.000	14.000	0.000	0.000	-0.282	0.378	5.398	0.447	-6.410	0.891	-3.906	0.663	14V		
contig_1560	5911.000	phage	0.737	0.465	False	False	0.374	0.000	bacteria	0.000	2.000	0.000	0.000	1.707	0.155	3.078	0.000	-4.371	0.013	-3.943	0.107	2V		
contig_16	26548.000	phage	0.081	0.686	False	False	0.482	0.000	bacteria	0.000	12.000	0.000	0.000	-1.851	0.826	5.203	2.430	-4.406	4.453	-4.621	1.013	12V		
contig_163																								
contig_164	2125.000	phage	0.759	0.223	False	False	0.447	0.000	bacteria	0.000	1.000	0.000	0.000	1.286	0.000	2.785	0.000	-2.029	0.000	-3.154	0.000	1V		
contig_165	2769.000	phage	0.457	0.363	False	False	0.428	0.000	bacteria	0.000	1.000	0.000	0.000	1.231	0.000	3.529	0.000	-4.059	0.000	-3.375	0.000	1V		
contig_166	2713.000	phage	1.511	0.207	False	False	0.603	0.000	eukarya	0.000	1.000	0.000	0.000	0.107	0.000	1.061	0.000	0.340	0.000	-3.191	0.000	1V		
contig_167																								
contig_168	26659.000	phage	0.406	0.661	True	False	0.475	0.000	bacteria	1.000	11.000	1.000	0.000	-1.139	1.708	3.102	3.172	-2.980	7.332	-2.898	1.727	2V1n1V1n8V		
contig_169	16030.000	phage	0.262	0.657	False	False	0.484	0.000	bacteria	0.000	7.000	0.000	0.000	0.458	0.852	4.594	1.318	-5.145	1.811	-4.191	0.496	7V		
contig_17	3234.000	phage	0.009	0.953	False	False	0.479	0.000	bacteria	0.000	1.000	0.000	0.000	-1.886	0.000	5.730	0.000	-5.918	0.000	-2.969	0.000	1V		
contig_170	9363.000	phage	0.345	0.534	False	False	0.496	0.000	bacteria	0.000	4.000	0.000	0.000	0.570	2.078	4.445	2.074	-5.062	2.240	-4.422	0.385	4V		
contig_173	7718.000	phage	0.086	0.842	False	False	0.307	0.000	bacteria	0.000	3.000	0.000	0.000	-0.259	0.044	4.555	0.294	-5.336	0.566	-3.814	0.447	3V		
contig_175																								
contig_174	32589.000	phage	0.762	0.485	False	False	0.420	0.000	eukarya	0.000	15.000	0.000	0.000	-1.233	0.929	1.994	1.120	-1.040	2.721	-3.689	1.144	15V		
contig_18	17994.000	phage	0.387	0.671	False	False	0.498	0.000	bacteria	2.000	6.000	0.000	0.000	1.412	2.125	3.939	1.582	-4.617	1.734	-4.707	0.794	3V2n3V		
contig_183	10170.000	phage	0.752	0.493	False	False	0.409	0.000	bacteria	2.000	2.000	0.000	0.000	1.825	0.410	2.266	1.431	-2.732	2.832	-3.168	0.839	1V1n1V1n		
contig_185	31011.000	phage	0.677	0.527	True	False	0.594	0.000	bacteria	5.000	9.000	1.000	0.000	0.725	1.599	1.938	3.293	-2.281	3.959	-4.508	1.089	2n1V1n7V3n1V		
contig_186	21189.000	phage	0.564	0.701	False	False	0.431	0.000	bacteria	1.000	9.000	0.000	0.000	1.844	0.854	4.004	2.279	-5.520	5.758	-4.773	0.562	3V1n6V		
contig_188	13826.000	phage	0.524	0.665	False	False	0.435	0.000	bacteria	1.000	5.000	0.000	0.000	1.849	1.078	3.893	0.370	-6.332	3.389	-4.555	0.534	2V1n3V		
contig_19	2987.000	non-phage	1.021	0.436	False	False	0.560	0.000		1.000	0.000	0.000	0.000	2.500	0.000	2.465	0.000	-3.852	0.000	-3.588	0.000	1n		
contig_184	58762.000	phage	0.424	0.712	False	False	0.442	0.000	bacteria	4.000	24.000	0.000	0.000	1.618	1.396	4.113	2.295	-5.355	5.090	-4.992	0.436	8V1n7V1n2V2n7V		
contig_189	34390.000	phage	0.620	0.681	False	False	0.430	0.000	bacteria	6.000	10.000	0.000	0.000	2.285	1.650	3.402	1.531	-5.266	6.148	-4.887	1.537	1n1V1n2V2n2V2n5V		
contig_192	8032.000	phage	0.057	0.935	False	False	0.409	0.000	bacteria	0.000	3.000	0.000	0.000	0.269	0.525	5.594	0.325	-7.082	1.635	-4.695	0.430	3V		
contig_197	7652.000	phage	0.406	0.638	False	False	0.535	0.000	bacteria	0.000	3.000	0.000	0.000	0.597	0.315	3.697	1.425	-3.879	5.070	-5.309	0.089	3V		
contig_198	4994.000	phage	0.051	0.593	False	False	0.344	0.000	bacteria	0.000	2.000	0.000	0.000	-1.096	0.011	4.652	0.477	-6.383	1.185	-2.723	0.362	2V		
contig_199	14474.000	phage	0.635	0.696	False	False	0.649	0.000	bacteria	2.000	5.000	0.000	0.000	2.578	1.221	2.754	0.736	-4.945	1.358	-5.141	0.115	1V2n4V		
contig_2	7614.000	phage	0.354	0.737	False	False	0.661	0.000	bacteria	1.000	2.000	0.000	0.000	1.799	0.623	3.359	2.797	-5.699	0.735	-3.969	1.927	1n2V		
contig_20	10453.000	phage	0.069	0.877	False	False	0.305	0.000	bacteria	0.000	5.000	0.000	0.000	-0.631	0.434	4.973	0.791	-6.684	1.126	-3.414	2.094	5V		
contig_201																								
contig_202	16673.000	phage	0.256	0.816	False	False	0.368	0.000	bacteria	0.000	7.000	0.000	1.000	-0.923	0.699	4.367	3.430	-4.879	4.832	-2.703	2.951	1n7V		
contig_203	3778.000	phage	0.081	0.924	False	False	0.384	0.000	bacteria	0.000	1.000	0.000	0.000	0.000	0.000	4.633	0.000	-4.957	0.000	-4.496	0.000	1V		
contig_204	6133.000	phage	0.090	0.781	False	False	0.401	0.000	bacteria	0.000	2.000	0.000	0.000	-0.001	0.010	4.535	0.019	-5.000	0.113	-4.062	0.010	2V		
contig_206	20220.000	phage	0.692	0.491	False	False	0.526	0.000	bacteria	2.000	6.000	0.000	1.000	0.973	1.055	2.438	2.195	-4.621	4.594	-1.657	2.547	1V1n4V2n1V		
contig_207	19172.000	phage	0.274	0.674	False	False	0.503	0.000	bacteria	2.000	7.000	0.000	0.000	0.422	2.945	3.387	1.933	-3.760	3.309	-4.523	1.058	1V2n6V		
contig_208	6946.000	phage	0.538	0.519	True	False	0.559	0.000	bacteria	0.000	3.000	0.000	0.000	-0.488	1.104	3.754	5.258	-2.732	3.635	-4.793	0.293	3V		
contig_209	11202.000	phage	0.199	0.760	False	False	0.367	0.000	bacteria	0.000	5.000	0.000	0.000	0.607	0.439	4.438	0.401	-5.422	1.127	-3.990	0.153	5V		
contig_210																								
contig_211																								
contig_214	5905.000	phage	0.038	0.892	False	False	0.298	0.000	bacteria	0.000	2.000	0.000	0.000	-1.012	0.756	5.207	0.259	-5.840	0.019	-3.859	0.035	2V		
contig_213	36935.000	phage	0.396	0.376	True	False	0.428	0.000	bacteria	0.000	16.000	2.000	0.000	-0.679	2.209	3.006	3.072	-2.346	7.273	-4.562	0.811	9V1n1V1n6V		
contig_218	2069.000	phage	0.979	0.655	False	False	0.633	0.000	bacteria	0.000	1.000	0.000	0.000	2.682	0.000	3.066	0.000	-5.820	0.000	-4.488	0.000	1V		
contig_200	109562.000	phage	0.068	0.754	True	False	0.409	0.000	bacteria	0.000	50.000	3.000	0.000	-2.811	0.856	4.859	4.992	-4.379	8.109	-3.330	1.268	34V1n11V1n3V1n2V	DTR	13.000
contig_219	3090.000	phage	0.228	0.507	False	False	0.597	0.000	bacteria	0.000	1.000	0.000	0.000	0.958	0.000	4.258	0.000	-4.094	0.000	-3.906	0.000	1V		
contig_215	36484.000	phage	0.573	0.748	False	False	0.629	0.000	bacteria	7.000	10.000	0.000	0.000	2.129	1.328	2.836	2.795	-5.133	3.502	-4.508	0.517	3V1n2V3n2V3n3V	ITR	13.000
contig_220	4852.000	phage	0.772	0.254	False	False	0.520	0.000	bacteria	0.000	2.000	0.000	0.000	0.750	0.004	2.479	0.369	-1.156	0.013	-4.582	0.202	2V		
contig_221	3061.000	non-phage	1.008	0.408	False	False	0.659	0.000		1.000	0.000	0.000	0.000	2.438	0.000	2.062	0.000	-3.012	0.000	-4.094	0.000	1n		
contig_222	13066.000	phage	0.053	0.818	False	False	0.435	0.000	bacteria	0.000	6.000	0.000	0.000	-2.742	0.575	5.801	3.686	-4.164	3.441	-4.898	0.677	6V	DTR	13.000
contig_223	4122.000	phage	0.444	0.388	False	False	0.492	0.000	bacteria	0.000	2.000	0.000	0.000	-1.401	0.525	2.295	0.826	-1.446	0.506	-3.746	0.003	2V		
contig_224																								
contig_225	13356.000	non-phage	0.683	0.496	False	False	0.496	0.000		1.000	1.000	4.000	0.000	-1.423	1.896	-0.841	2.650	2.035	1.782	-4.016	0.847	1n1V4n		
contig_226	4565.000	phage	0.178	0.562	False	False	0.447	0.000	archaea	0.000	2.000	0.000	0.000	-2.982	1.629	3.586	0.426	-3.406	2.389	-1.424	4.699	2V		
contig_227																								
contig_228																								
contig_23	32783.000	phage	0.362	0.564	False	False	0.354	0.000	bacteria	0.000	15.000	1.000	0.000	-0.382	1.040	3.461	1.583	-3.928	3.660	-3.086	1.111	15V1n		
contig_230																								
contig_233	6071.000	phage	0.587	0.518	True	False	0.493	0.000	bacteria	1.000	1.000	0.000	0.000	1.410	0.858	1.826	4.445	-0.975	1.301	-2.713	3.045	1V1n		
contig_234	5091.000	non-phage	0.965	0.265	False	False	0.531	0.000		0.000	1.000	1.000	0.000	0.270	0.395	0.724	1.722	0.833	1.266	-3.557	0.858	1n1V		
contig_235	5153.000	non-phage	1.520	0.442	False	True	0.504	0.000		1.000	1.000	0.000	0.000	0.966	0.115	0.532	1.058	-0.032	0.203	-2.906	3.600	1V1n		
contig_236	5228.000	phage	0.757	0.201	False	False	0.516	0.000	bacteria	0.000	2.000	0.000	0.000	1.104	0.000	2.932	0.676	-1.510	1.600	-4.387	0.207	2V		
contig_237	5328.000	phage	1.145	0.327	True	False	0.522	0.000	bacteria	0.000	1.000	1.000	0.000	0.696	2.818	1.261	1.341	0.108	1.352	-3.629	0.435	1V1n	DTR	15.000
contig_24	25396.000	phage	0.203	0.755	False	False	0.326	0.000	bacteria	0.000	12.000	0.000	0.000	-0.492	0.639	4.074	1.294	-5.020	3.199	-3.113	0.569	12V		
contig_241																							DTR	232.000
contig_242	2335.000	non-phage	1.385	0.358	False	False	0.499	0.000		1.000	0.000	0.000	0.000	1.483	0.000	0.507	0.000	0.106	0.000	-3.074	0.000	1n		
contig_243	8981.000	phage	0.527	0.361	False	False	0.513	0.000	bacteria	0.000	3.000	1.000	0.000	-0.714	1.010	2.619	0.927	-1.991	3.586	-3.385	0.297	1V1n2V		
contig_249	7275.000	phage	1.063	0.372	False	False	0.469	0.000	bacteria	1.000	2.000	0.000	0.000	1.008	2.336	1.857	0.022	-1.408	1.355	-2.803	0.911	1n2V		
contig_246	31026.000	phage	0.355	0.678	False	False	0.297	0.000	bacteria	3.000	12.000	0.000	0.000	0.928	1.894	3.613	2.908	-5.520	1.436	-3.330	2.131	5V2n4V1n3V	ITR	13.000
contig_250	9488.000	phage	0.378	0.188	False	False	0.462	0.000	eukarya	0.000	4.000	0.000	0.000	-2.838	0.240	3.287	2.398	-1.032	1.292	-3.945	0.532	4V		
contig_251	2500.000	phage	0.468	0.082	False	False	0.529	0.000	bacteria	0.000	1.000	0.000	0.000	0.585	0.000	3.115	0.000	-1.440	0.000	-3.459	0.000	1V		
contig_252	5217.000	phage	0.001	0.991	False	False	0.481	0.000	bacteria	0.000	2.000	0.000	0.000	-2.576	0.178	7.555	0.755	-7.398	0.400	-4.434	0.000	2V		
contig_253	14598.000	phage	0.226	0.642	False	False	0.485	0.000	bacteria	1.000	6.000	0.000	0.000	0.747	1.388	4.191	1.666	-4.234	4.281	-3.938	0.610	2V1n4V		
contig_254	9318.000	phage	0.532	0.679	False	False	0.651	0.000	bacteria	0.000	4.000	0.000	0.000	2.572	0.108	4.621	0.289	-6.426	0.730	-5.520	0.135	4V		
contig_255	4157.000	non-phage	0.655	0.685	False	False	0.703	0.000		2.000	0.000	0.000	0.000	2.936	0.000	1.276	0.121	-3.641	0.866	-5.188	0.036	2n		
contig_257	14699.000	phage	0.411	0.574	True	False	0.520	0.000	bacteria	1.000	5.000	1.000	0.000	1.357	3.230	3.193	3.838	-4.375	8.445	-5.520	0.208	1n4V1n1V		
contig_256	29740.000	phage	0.838	0.239	True	False	0.385	0.000	eukarya	0.000	10.000	2.000	2.000	-1.785	1.744	1.702	4.293	-0.812	3.514	-1.086	2.592	6V1n2V1n1V1n1V1n		
contig_263	4455.000	phage	0.210	0.534	True	False	0.485	0.000	eukarya	0.000	1.000	1.000	0.000	-1.412	0.031	0.963	6.723	0.202	4.043	-4.461	0.007	1V1n		
contig_264	15476.000	non-phage	0.754	0.460	False	False	0.504	0.000		2.000	1.000	4.000	0.000	0.378	3.105	0.021	3.230	0.561	7.020	-4.652	0.420	4n1V2n		
contig_260	39070.000	phage	0.438	0.683	True	False	0.366	0.000	bacteria	2.000	16.000	1.000	0.000	0.512	0.900	3.463	3.512	-4.574	5.824	-3.197	1.031	1V1n14V2n1V	ITR	14.000
contig_265	14074.000	phage	0.483	0.642	False	False	0.486	0.000	bacteria	2.000	4.000	0.000	0.000	2.002	1.098	4.160	0.920	-6.480	0.513	-3.580	1.052	1n2V1n2V		
contig_266	14299.000	phage	0.748	0.514	True	False	0.502	0.000	bacteria	1.000	4.000	1.000	0.000	0.958	0.940	1.165	4.438	-1.257	9.602	-3.951	1.616	1n2V1n2V		
contig_270	10582.000	phage	0.347	0.661	True	False	0.280	0.000	bacteria	0.000	4.000	0.000	1.000	-0.560	0.093	3.211	4.848	-4.129	6.219	-2.086	3.514	1n4V	DTR	15.000
contig_268	30576.000	phage	0.533	0.498	False	False	0.286	0.000	bacteria	0.000	14.000	0.000	0.000	0.168	0.835	3.166	1.275	-4.164	3.955	-2.338	1.309	14V		
contig_274	13946.000	phage	0.482	0.508	False	False	0.327	0.000	bacteria	0.000	6.000	0.000	0.000	0.301	0.379	3.111	0.878	-4.484	1.840	-2.451	1.626	6V		
contig_271	35503.000	phage	0.350	0.695	False	False	0.300	0.000	bacteria	1.000	16.000	0.000	0.000	-0.029	0.642	3.605	2.023	-4.996	1.792	-2.443	1.556	10V1n6V	DTR	13.000
contig_28																								
contig_281	5354.000	phage	0.109	0.578	False	False	0.563	0.000	bacteria	0.000	2.000	0.000	0.000	-1.324	0.736	4.516	1.336	-2.955	2.025	-5.250	1.631	2V		
contig_267	62774.000	phage	0.749	0.430	False	False	0.279	0.000	bacteria	5.000	25.000	0.000	0.000	0.157	0.849	2.557	2.090	-3.395	5.738	-1.713	1.888	8V1n7V1n2V2n3V1n5V	ITR	19.000
contig_282	2053.000	non-phage	0.394	0.656	False	False	0.472	0.000		0.000	0.000	1.000	0.000	-0.672	0.000	-1.472	0.000	2.438	0.000	-4.574	0.000	1n		
contig_283	13311.000	phage	0.420	0.560	True	False	0.575	0.000	bacteria	0.000	5.000	0.000	1.000	-0.458	0.937	3.092	5.445	-3.125	3.119	-2.746	3.125	5V1n		
contig_284	24436.000	phage	0.438	0.402	False	False	0.433	0.000	bacteria	1.000	10.000	0.000	0.000	-0.619	1.176	3.127	1.525	-2.168	3.229	-3.312	1.102	2V1n8V		
contig_285	29409.000	phage	0.167	0.681	False	False	0.476	0.000	bacteria	0.000	14.000	0.000	0.000	-1.577	1.794	4.750	3.244	-4.270	4.855	-4.098	0.635	14V		
contig_286	14288.000	phage	0.688	0.659	True	False	0.576	0.000	bacteria	1.000	4.000	1.000	0.000	0.700	0.462	3.105	6.438	-3.225	8.758	-4.848	0.741	1V1n2V1n1V		
contig_287	3045.000	phage	0.442	0.296	False	False	0.583	0.000	bacteria	0.000	1.000	0.000	0.000	0.435	0.000	2.951	0.000	-2.215	0.000	-3.645	0.000	1V		
contig_288	20192.000	phage	0.285	0.519	True	False	0.470	0.000	eukarya	0.000	8.000	1.000	0.000	-2.557	3.705	2.219	4.559	-1.175	7.320	-5.160	0.788	1V1n7V		
contig_29																								
contig_292	15361.000	phage	0.135	0.731	False	False	0.495	0.000	bacteria	0.000	6.000	1.000	0.000	-2.730	0.744	5.008	4.918	-2.990	4.996	-4.758	0.698	2V1n4V		
contig_293																								
contig_294	3609.000	phage	0.872	0.070	False	False	0.494	0.000	bacteria	0.000	1.000	0.000	0.000	-0.055	0.000	2.082	0.000	-0.224	0.000	-4.121	0.000	1V		
contig_295	3987.000	non-phage	1.188	0.068	False	False	0.366	0.000		0.000	0.000	1.000	0.000	-1.771	0.000	0.476	0.000	1.318	0.000	-2.045	0.000	1n		
contig_296	16336.000	non-phage	0.574	0.569	False	False	0.455	0.000		0.000	1.000	6.000	0.000	-0.955	1.361	-0.478	4.469	1.406	3.240	-4.723	0.385	2n1V4n		
contig_297	12257.000	phage	0.653	0.592	True	False	0.561	0.000	bacteria	0.000	4.000	1.000	0.000	0.684	0.568	2.434	3.980	-2.846	6.223	-5.145	0.488	3V1n1V		
contig_298	24522.000	phage	0.377	0.551	True	False	0.461	0.000	eukarya	0.000	9.000	2.000	0.000	-2.260	1.884	3.260	5.719	-2.176	5.418	-4.559	0.458	4V1n4V1n1V		
contig_299	4634.000	phage	0.178	0.483	False	False	0.481	0.000	bacteria	0.000	2.000	0.000	0.000	-0.890	3.369	3.877	0.018	-3.512	0.020	-3.848	0.272	2V		
contig_3																								
contig_30	2187.000	non-phage	0.438	0.455	False	False	0.560	0.000		0.000	0.000	1.000	0.000	-0.455	0.000	-1.520	0.000	2.410	0.000	-4.648	0.000	1n		
contig_302	13036.000	phage	0.419	0.532	False	False	0.440	0.000	bacteria	1.000	5.000	0.000	0.000	0.877	4.797	3.463	1.753	-4.402	6.930	-3.992	0.675	1n5V		
contig_303	12736.000	phage	0.629	0.344	True	False	0.376	0.000	bacteria	0.000	5.000	1.000	0.000	-0.608	0.633	2.309	2.381	-1.650	5.070	-3.521	1.055	5V1n		
contig_304	15161.000	phage	0.858	0.545	False	False	0.575	0.000	bacteria	2.000	5.000	0.000	0.000	1.252	1.180	1.973	1.465	-2.740	4.668	-4.461	0.412	1V1n4V1n		
contig_305	12285.000	phage	0.476	0.723	False	False	0.586	0.000	bacteria	0.000	5.000	0.000	0.000	1.395	0.436	3.814	0.683	-5.875	2.920	-5.508	0.424	5V		
contig_306	3484.000	phage	0.066	0.943	False	False	0.604	0.000	bacteria	0.000	1.000	0.000	0.000	0.595	0.000	5.465	0.000	-6.086	0.000	-4.434	0.000	1V		
contig_31	2748.000	non-phage	1.447	0.206	False	False	0.532	0.000		1.000	0.000	0.000	0.000	1.392	0.000	0.376	0.000	0.555	0.000	-4.340	0.000	1n		
contig_308	29995.000	phage	0.515	0.733	True	False	0.613	0.000	bacteria	4.000	10.000	0.000	0.000	1.512	1.507	3.498	4.984	-5.227	5.398	-4.883	0.647	3V1n4V1n3V2n		
contig_312	3447.000	phage	0.612	0.549	False	False	0.594	0.000	bacteria	0.000	1.000	0.000	0.000	1.456	0.000	3.217	0.000	-3.896	0.000	-5.164	0.000	1V		
contig_32	11727.000	non-phage	0.969	0.468	False	True	0.528	0.000		2.000	1.000	2.000	0.000	1.367	1.100	-0.137	2.160	0.799	1.175	-4.844	0.167	3n1V1n		
contig_316	38647.000	phage	0.449	0.544	True	False	0.535	0.000	bacteria	0.000	16.000	2.000	0.000	0.057	1.384	2.746	3.111	-2.928	6.293	-4.738	0.654	7V2n9V		
